WYPADEK_ID,PLEC,MIASTO,MIESIAC,PRZYCZYNA
666,Kobieta   ,Torun,8,Nieprawidlowe zachowanie sie wobec pieszego.
667,Kobieta   ,Torun,10,Nieudzielenie pierwszenstwa przejazdu.
668,Kobieta   ,Gorzów Wielkopolski,4,Nieprawidlowe wyprzedzanie.
669,Mezczyzna ,Kielce,4,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
670,Kobieta   ,Gdansk,6,Niedostosowanie predkosci do warunków na drodze.
671,Kobieta   ,Warszawa,7,Nieprawidlowe zachowanie sie wobec pieszego.
672,Kobieta   ,Warszawa,1,Nieprawidlowe zachowanie sie wobec pieszego.
673,Mezczyzna ,Wroclaw,8,Nieprawidlowe zachowanie sie wobec pieszego.
674,Mezczyzna ,Gorzów Wielkopolski,5,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
675,Mezczyzna ,Katowice,3,Nieprawidlowe wyprzedzanie.
676,Mezczyzna ,Warszawa,1,Niedostosowanie predkosci do warunków na drodze.
677,Mezczyzna ,Wroclaw,7,Nieprawidlowe wyprzedzanie.
678,Mezczyzna ,Lublin,3,Jazda po niewlasciwej stronie drogi.
679,Mezczyzna ,Bydgoszcz,4,Nieudzielenie pierwszenstwa przejazdu.
680,Mezczyzna ,Lódz,5,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
681,Kobieta   ,Rzeszów,5,Nieprawidlowe zachowanie sie wobec pieszego.
682,Mezczyzna ,Warszawa,7,Nieudzielenie pierwszenstwa przejazdu.
683,Kobieta   ,Warszawa,11,Nieprawidlowe wyprzedzanie.
684,Kobieta   ,Szczecin,1,Nieudzielenie pierwszenstwa przejazdu.
685,Mezczyzna ,Olsztyn,5,Nieprawidlowe zachowanie sie wobec pieszego.
686,Kobieta   ,Gdansk,11,Nieprawidlowe zachowanie sie wobec pieszego.
687,Mezczyzna ,Gdansk,3,Nieudzielenie pierwszenstwa przejazdu.
688,Mezczyzna ,Rzeszów,4,Niedostosowanie predkosci do warunków na drodze.
689,Kobieta   ,Katowice,11,Nieudzielenie pierwszenstwa przejazdu.
690,Mezczyzna ,Lublin,1,Nieudzielenie pierwszenstwa przejazdu.
691,Kobieta   ,Lublin,3,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
692,Mezczyzna ,Olsztyn,4,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
693,Kobieta   ,Rzeszów,12,Nieprawidlowe wyprzedzanie.
694,Kobieta   ,Gorzów Wielkopolski,2,Jazda po niewlasciwej stronie drogi.
695,Kobieta   ,Szczecin,4,Nieprawidlowe zachowanie sie wobec pieszego.
696,Kobieta   ,Rzeszów,5,Nieprawidlowe wyprzedzanie.
697,Mezczyzna ,Gdansk,7,Nieprawidlowe zachowanie sie wobec pieszego.
698,Kobieta   ,Olsztyn,9,Nieprawidlowe wyprzedzanie.
699,Mezczyzna ,Szczecin,4,Niedostosowanie predkosci do warunków na drodze.
700,Mezczyzna ,Lublin,5,Jazda po niewlasciwej stronie drogi.
701,Kobieta   ,Lublin,9,Nieprawidlowe zachowanie sie wobec pieszego.
702,Kobieta   ,Gorzów Wielkopolski,2,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
703,Kobieta   ,Torun,8,Nieprawidlowe zachowanie sie wobec pieszego.
704,Mezczyzna ,Torun,2,Nieudzielenie pierwszenstwa przejazdu.
705,Mezczyzna ,Lódz,4,Nieprawidlowe wyprzedzanie.
706,Kobieta   ,Bialystok,5,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
707,Mezczyzna ,Poznan,2,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
708,Kobieta   ,Lódz,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
709,Kobieta   ,Olsztyn,2,Jazda po niewlasciwej stronie drogi.
710,Kobieta   ,Warszawa,5,Nieprawidlowe wyprzedzanie.
711,Mezczyzna ,Wroclaw,4,Jazda po niewlasciwej stronie drogi.
712,Mezczyzna ,Szczecin,10,Nieudzielenie pierwszenstwa przejazdu.
713,Kobieta   ,Bydgoszcz,8,Nieprawidlowe zachowanie sie wobec pieszego.
714,Mezczyzna ,Warszawa,7,Nieprawidlowe zachowanie sie wobec pieszego.
715,Mezczyzna ,Kielce,2,Jazda po niewlasciwej stronie drogi.
716,Mezczyzna ,Gorzów Wielkopolski,12,Jazda po niewlasciwej stronie drogi.
717,Mezczyzna ,Bialystok,8,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
718,Kobieta   ,Poznan,4,Niedostosowanie predkosci do warunków na drodze.
719,Kobieta   ,Opole,12,Nieprawidlowe zachowanie sie wobec pieszego.
720,Mezczyzna ,Warszawa,6,Niedostosowanie predkosci do warunków na drodze.
721,Kobieta   ,Lublin,7,Jazda po niewlasciwej stronie drogi.
722,Mezczyzna ,Szczecin,10,Nieudzielenie pierwszenstwa przejazdu.
723,Mezczyzna ,Lublin,7,Niedostosowanie predkosci do warunków na drodze.
724,Mezczyzna ,Gorzów Wielkopolski,11,Nieudzielenie pierwszenstwa przejazdu.
725,Kobieta   ,Torun,11,Nieudzielenie pierwszenstwa przejazdu.
726,Mezczyzna ,Opole,12,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
727,Kobieta   ,Wroclaw,2,Nieprawidlowe zachowanie sie wobec pieszego.
728,Mezczyzna ,Bialystok,2,Jazda po niewlasciwej stronie drogi.
729,Mezczyzna ,Wroclaw,5,Nieprawidlowe zachowanie sie wobec pieszego.
730,Mezczyzna ,Katowice,11,Nieudzielenie pierwszenstwa przejazdu.
731,Kobieta   ,Olsztyn,7,Nieprawidlowe wyprzedzanie.
732,Kobieta   ,Rzeszów,11,Niedostosowanie predkosci do warunków na drodze.
733,Mezczyzna ,Torun,11,Niedostosowanie predkosci do warunków na drodze.
734,Kobieta   ,Katowice,7,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
735,Kobieta   ,Wroclaw,4,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
736,Mezczyzna ,Lódz,10,Nieprawidlowe wyprzedzanie.
737,Kobieta   ,Opole,11,Nieprawidlowe wyprzedzanie.
738,Mezczyzna ,Katowice,8,Nieudzielenie pierwszenstwa przejazdu.
739,Kobieta   ,Bydgoszcz,3,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
740,Mezczyzna ,Torun,12,Nieprawidlowe wyprzedzanie.
741,Mezczyzna ,Warszawa,6,Nieudzielenie pierwszenstwa przejazdu.
742,Mezczyzna ,Szczecin,11,Nieprawidlowe wyprzedzanie.
743,Mezczyzna ,Gdansk,12,Niedostosowanie predkosci do warunków na drodze.
744,Mezczyzna ,Opole,5,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
745,Mezczyzna ,Opole,9,Nieprawidlowe wyprzedzanie.
746,Kobieta   ,Opole,9,Nieudzielenie pierwszenstwa przejazdu.
747,Kobieta   ,Opole,2,Niedostosowanie predkosci do warunków na drodze.
748,Kobieta   ,Kielce,4,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
749,Mezczyzna ,Poznan,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
750,Mezczyzna ,Torun,1,Niedostosowanie predkosci do warunków na drodze.
751,Mezczyzna ,Bydgoszcz,8,Nieprawidlowe wyprzedzanie.
752,Kobieta   ,Rzeszów,5,Nieprawidlowe wyprzedzanie.
753,Kobieta   ,Lódz,6,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
754,Kobieta   ,Szczecin,2,Jazda po niewlasciwej stronie drogi.
755,Mezczyzna ,Szczecin,8,Nieprawidlowe zachowanie sie wobec pieszego.
756,Kobieta   ,Kielce,10,Niedostosowanie predkosci do warunków na drodze.
757,Mezczyzna ,Wroclaw,8,Nieprawidlowe zachowanie sie wobec pieszego.
758,Mezczyzna ,Warszawa,2,Jazda po niewlasciwej stronie drogi.
759,Kobieta   ,Kielce,2,Jazda po niewlasciwej stronie drogi.
760,Kobieta   ,Torun,1,Jazda po niewlasciwej stronie drogi.
761,Mezczyzna ,Katowice,9,Nieprawidlowe zachowanie sie wobec pieszego.
762,Kobieta   ,Wroclaw,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
763,Mezczyzna ,Poznan,12,Jazda po niewlasciwej stronie drogi.
764,Mezczyzna ,Gdansk,10,Jazda po niewlasciwej stronie drogi.
765,Kobieta   ,Gorzów Wielkopolski,12,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
766,Mezczyzna ,Gdansk,3,Nieudzielenie pierwszenstwa przejazdu.
767,Mezczyzna ,Gorzów Wielkopolski,9,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
768,Mezczyzna ,Warszawa,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
769,Mezczyzna ,Warszawa,5,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
770,Kobieta   ,Opole,11,Niedostosowanie predkosci do warunków na drodze.
771,Mezczyzna ,Poznan,4,Niedostosowanie predkosci do warunków na drodze.
772,Mezczyzna ,Lublin,2,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
773,Kobieta   ,Bialystok,12,Nieudzielenie pierwszenstwa przejazdu.
774,Kobieta   ,Gorzów Wielkopolski,11,Jazda po niewlasciwej stronie drogi.
775,Mezczyzna ,Lódz,11,Nieprawidlowe wyprzedzanie.
776,Mezczyzna ,Szczecin,1,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
777,Kobieta   ,Torun,7,Nieprawidlowe zachowanie sie wobec pieszego.
778,Kobieta   ,Bialystok,8,Nieprawidlowe wyprzedzanie.
779,Mezczyzna ,Gdansk,10,Nieprawidlowe wyprzedzanie.
780,Kobieta   ,Wroclaw,5,Nieprawidlowe zachowanie sie wobec pieszego.
781,Kobieta   ,Poznan,10,Jazda po niewlasciwej stronie drogi.
782,Kobieta   ,Poznan,1,Jazda po niewlasciwej stronie drogi.
783,Mezczyzna ,Bialystok,1,Nieudzielenie pierwszenstwa przejazdu.
784,Mezczyzna ,Torun,2,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
785,Mezczyzna ,Olsztyn,1,Niedostosowanie predkosci do warunków na drodze.
786,Mezczyzna ,Bialystok,10,Nieudzielenie pierwszenstwa przejazdu.
787,Mezczyzna ,Kielce,11,Nieprawidlowe zachowanie sie wobec pieszego.
788,Kobieta   ,Lublin,10,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
789,Mezczyzna ,Torun,4,Niedostosowanie predkosci do warunków na drodze.
790,Kobieta   ,Szczecin,11,Nieprawidlowe zachowanie sie wobec pieszego.
791,Kobieta   ,Bialystok,10,Niedostosowanie predkosci do warunków na drodze.
792,Mezczyzna ,Poznan,1,Nieprawidlowe zachowanie sie wobec pieszego.
793,Mezczyzna ,Bialystok,5,Nieudzielenie pierwszenstwa przejazdu.
794,Mezczyzna ,Warszawa,3,Nieprawidlowe wyprzedzanie.
795,Mezczyzna ,Lublin,7,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
796,Kobieta   ,Lublin,5,Nieprawidlowe wyprzedzanie.
797,Mezczyzna ,Bialystok,2,Nieudzielenie pierwszenstwa przejazdu.
798,Mezczyzna ,Wroclaw,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
799,Kobieta   ,Bydgoszcz,7,Nieprawidlowe zachowanie sie wobec pieszego.
800,Mezczyzna ,Katowice,7,Nieudzielenie pierwszenstwa przejazdu.
801,Mezczyzna ,Wroclaw,8,Jazda po niewlasciwej stronie drogi.
802,Kobieta   ,Lódz,7,Nieudzielenie pierwszenstwa przejazdu.
803,Kobieta   ,Poznan,9,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
804,Mezczyzna ,Gdansk,1,Jazda po niewlasciwej stronie drogi.
805,Mezczyzna ,Opole,9,Nieudzielenie pierwszenstwa przejazdu.
806,Kobieta   ,Lublin,3,Nieprawidlowe wyprzedzanie.
807,Kobieta   ,Gdansk,6,Nieprawidlowe wyprzedzanie.
808,Mezczyzna ,Szczecin,1,Jazda po niewlasciwej stronie drogi.
809,Mezczyzna ,Bydgoszcz,6,Nieprawidlowe wyprzedzanie.
810,Kobieta   ,Szczecin,3,Nieprawidlowe zachowanie sie wobec pieszego.
811,Mezczyzna ,Kielce,5,Jazda po niewlasciwej stronie drogi.
812,Mezczyzna ,Olsztyn,4,Niedostosowanie predkosci do warunków na drodze.
813,Mezczyzna ,Kielce,10,Nieprawidlowe wyprzedzanie.
814,Mezczyzna ,Lublin,10,Niedostosowanie predkosci do warunków na drodze.
815,Mezczyzna ,Warszawa,2,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
816,Kobieta   ,Torun,6,Nieprawidlowe zachowanie sie wobec pieszego.
817,Kobieta   ,Szczecin,9,Nieprawidlowe zachowanie sie wobec pieszego.
818,Kobieta   ,Katowice,9,Nieprawidlowe wyprzedzanie.
819,Kobieta   ,Torun,11,Niedostosowanie predkosci do warunków na drodze.
820,Kobieta   ,Warszawa,7,Nieprawidlowe zachowanie sie wobec pieszego.
821,Mezczyzna ,Poznan,12,Nieprawidlowe wyprzedzanie.
822,Kobieta   ,Gdansk,5,Niedostosowanie predkosci do warunków na drodze.
823,Mezczyzna ,Warszawa,8,Jazda po niewlasciwej stronie drogi.
824,Kobieta   ,Katowice,8,Nieudzielenie pierwszenstwa przejazdu.
825,Mezczyzna ,Kielce,6,Nieprawidlowe zachowanie sie wobec pieszego.
826,Kobieta   ,Poznan,6,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
827,Kobieta   ,Gorzów Wielkopolski,1,Jazda po niewlasciwej stronie drogi.
828,Kobieta   ,Wroclaw,4,Nieprawidlowe wyprzedzanie.
829,Kobieta   ,Gorzów Wielkopolski,3,Nieudzielenie pierwszenstwa przejazdu.
830,Kobieta   ,Lublin,6,Nieprawidlowe wyprzedzanie.
831,Mezczyzna ,Opole,2,Nieudzielenie pierwszenstwa przejazdu.
832,Kobieta   ,Szczecin,12,Jazda po niewlasciwej stronie drogi.
833,Kobieta   ,Bydgoszcz,5,Niedostosowanie predkosci do warunków na drodze.
834,Mezczyzna ,Torun,9,Niedostosowanie predkosci do warunków na drodze.
835,Mezczyzna ,Bydgoszcz,2,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
836,Kobieta   ,Lódz,11,Nieudzielenie pierwszenstwa przejazdu.
837,Mezczyzna ,Gdansk,5,Nieprawidlowe wyprzedzanie.
838,Kobieta   ,Lublin,5,Niedostosowanie predkosci do warunków na drodze.
839,Mezczyzna ,Rzeszów,12,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
840,Kobieta   ,Katowice,6,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
841,Kobieta   ,Lublin,9,Nieprawidlowe wyprzedzanie.
842,Mezczyzna ,Wroclaw,8,Nieprawidlowe zachowanie sie wobec pieszego.
843,Mezczyzna ,Szczecin,9,Nieprawidlowe zachowanie sie wobec pieszego.
844,Mezczyzna ,Bydgoszcz,7,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
845,Mezczyzna ,Gdansk,7,Nieudzielenie pierwszenstwa przejazdu.
846,Kobieta   ,Warszawa,10,Niedostosowanie predkosci do warunków na drodze.
847,Mezczyzna ,Szczecin,4,Nieprawidlowe wyprzedzanie.
848,Kobieta   ,Poznan,8,Nieudzielenie pierwszenstwa przejazdu.
849,Mezczyzna ,Warszawa,12,Niedostosowanie predkosci do warunków na drodze.
850,Kobieta   ,Gorzów Wielkopolski,8,Nieprawidlowe wyprzedzanie.
851,Mezczyzna ,Lódz,4,Niedostosowanie predkosci do warunków na drodze.
852,Mezczyzna ,Olsztyn,6,Nieprawidlowe zachowanie sie wobec pieszego.
853,Kobieta   ,Gorzów Wielkopolski,4,Niedostosowanie predkosci do warunków na drodze.
854,Kobieta   ,Szczecin,7,Nieprawidlowe zachowanie sie wobec pieszego.
855,Kobieta   ,Lublin,4,Nieudzielenie pierwszenstwa przejazdu.
856,Kobieta   ,Lublin,11,Niedostosowanie predkosci do warunków na drodze.
857,Mezczyzna ,Lódz,4,Nieprawidlowe zachowanie sie wobec pieszego.
858,Kobieta   ,Wroclaw,9,Niedostosowanie predkosci do warunków na drodze.
859,Mezczyzna ,Lublin,10,Nieprawidlowe zachowanie sie wobec pieszego.
860,Mezczyzna ,Gdansk,4,Niedostosowanie predkosci do warunków na drodze.
861,Mezczyzna ,Olsztyn,10,Niedostosowanie predkosci do warunków na drodze.
862,Kobieta   ,Katowice,10,Nieudzielenie pierwszenstwa przejazdu.
863,Kobieta   ,Torun,4,Niedostosowanie predkosci do warunków na drodze.
864,Mezczyzna ,Warszawa,4,Jazda po niewlasciwej stronie drogi.
865,Kobieta   ,Torun,5,Nieprawidlowe zachowanie sie wobec pieszego.
866,Kobieta   ,Gdansk,8,Nieudzielenie pierwszenstwa przejazdu.
867,Mezczyzna ,Kielce,3,Niedostosowanie predkosci do warunków na drodze.
868,Mezczyzna ,Szczecin,4,Niedostosowanie predkosci do warunków na drodze.
869,Mezczyzna ,Kielce,8,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
870,Mezczyzna ,Wroclaw,1,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
871,Kobieta   ,Wroclaw,10,Niedostosowanie predkosci do warunków na drodze.
872,Mezczyzna ,Warszawa,4,Jazda po niewlasciwej stronie drogi.
873,Mezczyzna ,Olsztyn,3,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
874,Kobieta   ,Gdansk,2,Nieudzielenie pierwszenstwa przejazdu.
875,Mezczyzna ,Kielce,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
876,Mezczyzna ,Bialystok,7,Jazda po niewlasciwej stronie drogi.
877,Mezczyzna ,Lublin,3,Nieprawidlowe zachowanie sie wobec pieszego.
878,Mezczyzna ,Bydgoszcz,10,Jazda po niewlasciwej stronie drogi.
879,Mezczyzna ,Poznan,2,Jazda po niewlasciwej stronie drogi.
880,Kobieta   ,Lódz,5,Nieprawidlowe zachowanie sie wobec pieszego.
881,Kobieta   ,Lublin,1,Nieprawidlowe zachowanie sie wobec pieszego.
882,Kobieta   ,Poznan,9,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
883,Mezczyzna ,Katowice,8,Nieudzielenie pierwszenstwa przejazdu.
884,Mezczyzna ,Wroclaw,9,Niedostosowanie predkosci do warunków na drodze.
885,Kobieta   ,Bydgoszcz,8,Niedostosowanie predkosci do warunków na drodze.
886,Kobieta   ,Gdansk,9,Nieprawidlowe zachowanie sie wobec pieszego.
887,Kobieta   ,Rzeszów,2,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
888,Kobieta   ,Gorzów Wielkopolski,10,Jazda po niewlasciwej stronie drogi.
889,Mezczyzna ,Torun,9,Nieprawidlowe zachowanie sie wobec pieszego.
890,Kobieta   ,Gdansk,3,Niedostosowanie predkosci do warunków na drodze.
891,Mezczyzna ,Lódz,6,Nieprawidlowe wyprzedzanie.
892,Kobieta   ,Gorzów Wielkopolski,3,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
893,Kobieta   ,Gorzów Wielkopolski,1,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
894,Kobieta   ,Szczecin,1,Nieudzielenie pierwszenstwa przejazdu.
895,Kobieta   ,Torun,5,Nieprawidlowe wyprzedzanie.
896,Kobieta   ,Wroclaw,11,Niedostosowanie predkosci do warunków na drodze.
897,Kobieta   ,Opole,2,Nieudzielenie pierwszenstwa przejazdu.
898,Kobieta   ,Olsztyn,9,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
899,Kobieta   ,Olsztyn,9,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
900,Mezczyzna ,Gdansk,7,Niedostosowanie predkosci do warunków na drodze.
901,Mezczyzna ,Wroclaw,6,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
902,Mezczyzna ,Lublin,12,Nieprawidlowe wyprzedzanie.
903,Mezczyzna ,Kielce,1,Jazda po niewlasciwej stronie drogi.
904,Mezczyzna ,Olsztyn,7,Nieprawidlowe zachowanie sie wobec pieszego.
905,Kobieta   ,Szczecin,2,Niedostosowanie predkosci do warunków na drodze.
906,Kobieta   ,Torun,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
907,Kobieta   ,Torun,7,Nieprawidlowe wyprzedzanie.
908,Kobieta   ,Gorzów Wielkopolski,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
909,Kobieta   ,Poznan,2,Nieudzielenie pierwszenstwa przejazdu.
910,Kobieta   ,Warszawa,4,Niedostosowanie predkosci do warunków na drodze.
911,Kobieta   ,Warszawa,10,Nieudzielenie pierwszenstwa przejazdu.
912,Kobieta   ,Lublin,7,Niedostosowanie predkosci do warunków na drodze.
913,Kobieta   ,Wroclaw,9,Nieprawidlowe wyprzedzanie.
914,Mezczyzna ,Bydgoszcz,7,Nieprawidlowe zachowanie sie wobec pieszego.
915,Kobieta   ,Olsztyn,3,Nieudzielenie pierwszenstwa przejazdu.
916,Mezczyzna ,Wroclaw,12,Jazda po niewlasciwej stronie drogi.
917,Kobieta   ,Szczecin,8,Nieprawidlowe wyprzedzanie.
918,Mezczyzna ,Bydgoszcz,9,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
919,Kobieta   ,Poznan,9,Niedostosowanie predkosci do warunków na drodze.
920,Kobieta   ,Lublin,2,Niedostosowanie predkosci do warunków na drodze.
921,Kobieta   ,Gorzów Wielkopolski,10,Nieprawidlowe zachowanie sie wobec pieszego.
922,Kobieta   ,Olsztyn,1,Jazda po niewlasciwej stronie drogi.
923,Kobieta   ,Bialystok,3,Nieprawidlowe zachowanie sie wobec pieszego.
924,Kobieta   ,Torun,11,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
925,Mezczyzna ,Lublin,2,Niedostosowanie predkosci do warunków na drodze.
926,Mezczyzna ,Gorzów Wielkopolski,7,Nieprawidlowe wyprzedzanie.
927,Mezczyzna ,Wroclaw,7,Nieprawidlowe wyprzedzanie.
928,Kobieta   ,Lódz,5,Nieprawidlowe zachowanie sie wobec pieszego.
929,Mezczyzna ,Lódz,8,Nieprawidlowe wyprzedzanie.
930,Kobieta   ,Poznan,1,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
931,Kobieta   ,Rzeszów,1,Nieprawidlowe zachowanie sie wobec pieszego.
932,Mezczyzna ,Bialystok,12,Nieprawidlowe zachowanie sie wobec pieszego.
933,Kobieta   ,Poznan,6,Jazda po niewlasciwej stronie drogi.
934,Kobieta   ,Lódz,8,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
935,Kobieta   ,Gorzów Wielkopolski,11,Nieprawidlowe wyprzedzanie.
936,Kobieta   ,Kielce,9,Nieudzielenie pierwszenstwa przejazdu.
937,Mezczyzna ,Gorzów Wielkopolski,5,Jazda po niewlasciwej stronie drogi.
938,Mezczyzna ,Warszawa,3,Jazda po niewlasciwej stronie drogi.
939,Kobieta   ,Gdansk,7,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
940,Mezczyzna ,Kielce,6,Nieudzielenie pierwszenstwa przejazdu.
941,Mezczyzna ,Rzeszów,3,Nieprawidlowe wyprzedzanie.
942,Kobieta   ,Katowice,1,Nieprawidlowe wyprzedzanie.
943,Kobieta   ,Torun,9,Nieprawidlowe zachowanie sie wobec pieszego.
944,Mezczyzna ,Gorzów Wielkopolski,9,Nieprawidlowe zachowanie sie wobec pieszego.
945,Kobieta   ,Warszawa,6,Nieprawidlowe zachowanie sie wobec pieszego.
946,Mezczyzna ,Olsztyn,4,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
947,Mezczyzna ,Gdansk,9,Jazda po niewlasciwej stronie drogi.
948,Kobieta   ,Warszawa,9,Niedostosowanie predkosci do warunków na drodze.
949,Kobieta   ,Warszawa,8,Niedostosowanie predkosci do warunków na drodze.
950,Kobieta   ,Wroclaw,6,Nieudzielenie pierwszenstwa przejazdu.
951,Mezczyzna ,Gorzów Wielkopolski,1,Nieudzielenie pierwszenstwa przejazdu.
952,Mezczyzna ,Gorzów Wielkopolski,2,Nieprawidlowe wyprzedzanie.
953,Kobieta   ,Warszawa,12,Nieprawidlowe wyprzedzanie.
954,Kobieta   ,Olsztyn,4,Nieudzielenie pierwszenstwa przejazdu.
955,Mezczyzna ,Wroclaw,11,Nieprawidlowe zachowanie sie wobec pieszego.
956,Mezczyzna ,Wroclaw,8,Niedostosowanie predkosci do warunków na drodze.
957,Mezczyzna ,Poznan,10,Niedostosowanie predkosci do warunków na drodze.
958,Kobieta   ,Poznan,12,Nieudzielenie pierwszenstwa przejazdu.
959,Mezczyzna ,Lublin,1,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
960,Kobieta   ,Gorzów Wielkopolski,9,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
961,Mezczyzna ,Wroclaw,5,Nieprawidlowe zachowanie sie wobec pieszego.
962,Kobieta   ,Szczecin,3,Jazda po niewlasciwej stronie drogi.
963,Mezczyzna ,Warszawa,11,Jazda po niewlasciwej stronie drogi.
964,Mezczyzna ,Lublin,9,Nieprawidlowe zachowanie sie wobec pieszego.
965,Mezczyzna ,Bydgoszcz,8,Nieudzielenie pierwszenstwa przejazdu.
966,Kobieta   ,Gdansk,10,Niedostosowanie predkosci do warunków na drodze.
967,Mezczyzna ,Gorzów Wielkopolski,8,Nieprawidlowe zachowanie sie wobec pieszego.
968,Mezczyzna ,Bydgoszcz,8,Nieprawidlowe wyprzedzanie.
969,Mezczyzna ,Gdansk,9,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
970,Kobieta   ,Lódz,7,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
971,Kobieta   ,Rzeszów,7,Nieprawidlowe wyprzedzanie.
972,Kobieta   ,Wroclaw,8,Jazda po niewlasciwej stronie drogi.
973,Mezczyzna ,Szczecin,2,Jazda po niewlasciwej stronie drogi.
974,Kobieta   ,Bydgoszcz,6,Jazda po niewlasciwej stronie drogi.
975,Kobieta   ,Opole,2,Nieprawidlowe zachowanie sie wobec pieszego.
976,Mezczyzna ,Gorzów Wielkopolski,2,Nieudzielenie pierwszenstwa przejazdu.
977,Kobieta   ,Gdansk,12,Niedostosowanie predkosci do warunków na drodze.
978,Kobieta   ,Bialystok,12,Nieudzielenie pierwszenstwa przejazdu.
979,Mezczyzna ,Opole,10,Nieprawidlowe wyprzedzanie.
980,Mezczyzna ,Wroclaw,7,Nieprawidlowe wyprzedzanie.
981,Mezczyzna ,Kielce,7,Niedostosowanie predkosci do warunków na drodze.
982,Mezczyzna ,Olsztyn,5,Niedostosowanie predkosci do warunków na drodze.
983,Kobieta   ,Gdansk,10,Jazda po niewlasciwej stronie drogi.
984,Mezczyzna ,Katowice,5,Niedostosowanie predkosci do warunków na drodze.
985,Kobieta   ,Rzeszów,4,Nieprawidlowe zachowanie sie wobec pieszego.
986,Mezczyzna ,Torun,1,Nieprawidlowe wyprzedzanie.
987,Kobieta   ,Katowice,2,Nieprawidlowe wyprzedzanie.
988,Mezczyzna ,Torun,7,Nieudzielenie pierwszenstwa przejazdu.
989,Mezczyzna ,Gorzów Wielkopolski,11,Niedostosowanie predkosci do warunków na drodze.
990,Mezczyzna ,Katowice,10,Nieudzielenie pierwszenstwa przejazdu.
991,Kobieta   ,Lublin,12,Nieudzielenie pierwszenstwa przejazdu.
992,Mezczyzna ,Szczecin,1,Nieprawidlowe zachowanie sie wobec pieszego.
993,Kobieta   ,Kielce,5,Niezachowanie bezpiecznej odleglosci miedzy pojazdami.
994,Kobieta   ,Torun,6,Nieprawidlowe wyprzedzanie.
995,Kobieta   ,Warszawa,6,Niedostosowanie predkosci do warunków na drodze.
